,Acceso minusválidos,Metros,Plantas,Cal. energética:,Individual,Agua caliente,Consumo,provincia,Exterior,Número de terrazas,Piscina,Pista de tenis,Calefacción,Garajes,Tipo de suelo,Conserje,Pista de fútbol,Gimnasio,Adosado,Año de construcción,Zonas verdes,Armarios,Tipo de fachada,Alarma,Pisos,Permite mascotas,Cal. energética,Ascensor,Campo de golf,Comunidad,Metros útiles,Puerta de seguridad,Aire acondicionado,Pista de pádel,Trastero,Orientación,Pista de squash,Pista de baloncesto,Antigüedad,Pareado,Circuito cerrado de seguridad,Inquilinos,Dormitorios,Baños,Amueblado,Emisiones,Precio,Cocina equipada,Estado,Salida de humos,
2133,,91,,Si,,Gas natural,,madrid,,,,,Gas Natural,1,Tarima normal,,,,,2006,,,Ladrillo,,,,,Si,,"69,00 €",73,Si,,,,,,,Entre 15 y 20 Años,,,,2,1,,,163000,,Perfecto Estado,,
2134,,52,,,,,,madrid,Si,1,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,Más de 50 años,,,,3,1,,,163500,,Perfecto Estado,,
2135,Si,85,,,,Gas natural,,madrid,Si,1,,,Individual,,Parquet,,,,,1968,,2,Ladrillo,,,,,Si,,"70,00 €",83,Si,Si,,,,,,,,,,3,1,,,164000,Si,Perfecto Estado,,
2136,,69,3,Si,,,260 KW h/m² año,madrid,Si,,,,Gas Natural,,Tarima Flotante,,,,,1970,,,Ladrillo,,10,,,,,"40,00 €",64,,Si,,,Sur,,,Más de 50 años,,,,3,1,,54 Kg CO2/m² año,164000,,Perfecto Estado,,
2137,,74,,Si,,Central,332 KW h/m² año,madrid,Si,1,,,Central,,Gres,,,,,1974,,,Ladrillo,,,,,Si,,"150,00 €",,Si,,,Si,,,,Mas de 25 Años,,,,2,1,,69 Kg CO2/m² año,164900,,Perfecto Estado,,
2138,,77,,Si,,Gas natural,,madrid,Si,1,,,Gas Natural,,Tarima Flotante,,,,,,,,,,,,,Si,,"70,00 €",70,Si,Si,,,Sur,,,Entre 35 y 50 Años,,,,3,1,,,165000,Si,Perfecto Estado,,
2139,,37,,Si,,Gas natural,,madrid,,,,,Individual,,Tarima Flotante,,,,,1900,,,,,,,,,,"52,00 €",35,,Si,,Si,Oeste,,,Más de 50 años,,,,1,1,,,165000,,Perfecto Estado,,
2140,,48,,Si,,,,madrid,Si,,,,Individual,,Terrazo,,,,,1870,,,Mono Capa,,,,,,,,35,Si,,,,,,,Más de 50 años,,,,3,1,,,165000,Si,A reformar,,
2141,Si,107,,Si,,Individual,,madrid,Si,1,,,,1,Tarima Flotante,,,,,2004,,4,,,,,,Si,,"75,00 €",90,,Si,,Si,,,,Entre 15 y 20 Años,,Si,,3,2,,,165000,Si,Perfecto Estado,,
2142,,99,,Si,,,,madrid,,,,,,,,,,,,1955,,,,,,,,,,,,,,,,,,,Más de 50 años,,,,4,1,,,165000,,,,
2143,,80,,,,,,madrid,,,,,Eléctrica,,Baldosa,,,,,2006,,3,Cemento,,,,,Si,,,,,,,,,,,Entre 15 y 20 Años,,,,3,2,,,165000,Si,,,
2144,Si,76,3,,,Gas natural,,madrid,Si,2,,,Gas Natural,,Tarima normal,,,,,2007,,2,Ladrillo,,3,,,Si,,,,,Si,,,Sureste,,,Entre 15 y 20 Años,,,,2,2,,,165000,Si,,,
2145,Si,71,2,Si,,Gas Butano,,madrid,Si,2,,,,,Tarima Flotante,,,,,1968,Si,,Ladrillo,,,,,Si,,"50,00 €",68,,,,,Noreste,,,Más de 50 años,,,,3,1,,,165000,,A reformar,,
2146,Si,95,,Si,,Gas natural,,madrid,Si,,,,Gas Natural,,Gres,,,,,1977,,,Ladrillo,,,,,Si,,"80,00 €",78,,Si,,,Este,,,Entre 35 y 50 Años,,,,3,1,,,165000,Si,,,
2147,,56,2,,,Gas natural,,madrid,Si,1,,,Gas Natural,,Gres,,,,,1940,,,Cemento,,6,,,,,"30,00 €",45,,,,,,,,Más de 50 años,,,,2,1,,,165000,Si,,,
2148,,61,4,,,Gas natural,,madrid,,2,,,Gas Natural,,Tarima normal,,,,,1965,,,Ladrillo,,,,,Si,,"75,00 €",56,,Si,,,,,,Más de 50 años,,,,2,1,,,166000,,Perfecto Estado,,
2149,Si,96,5,Si,,,,madrid,,,,,Gas Natural,,Gres,,,,,1969,,,Ladrillo,,20,,,,,"31,00 €",86,Si,,,,Este,,,Más de 50 años,,,,4,1,,,166000,Si,Perfecto Estado,,
2150,,99,,Si,,Gas natural,,madrid,Si,3,,,Gas Natural,1,Parquet,,,,,2003,,2,Ladrillo,,,,,Si,,"65,00 €",82,,,,,Norte,,,Entre 25 y 35 años,,,,2,1,,,167000,Si,Perfecto Estado,,
2151,,48,7,Si,,Individual,,madrid,Si,,Si,,Individual,1,Tarima normal,Si,,Si,,2006,Si,2,Ladrillo,,70,,,Si,,"94,00 €",38,Si,Si,,Si,,,,Entre 5 y 10 Años,,Si,,1,1,,,167000,Si,,,
2152,Si,78,5,Si,,,,madrid,Si,,,,Central,,Tarima normal,,,,,1978,Si,1,,,,,,Si,,"117,00 €",62,Si,,,,Este,,,Entre 35 y 50 Años,,,,3,1,,,167000,Si,Perfecto Estado,,
2153,Si,103,,Si,,Individual,,madrid,Si,1,,,Central,,Gres,,,,,1980,,2,Ladrillo,Si,,,,Si,,,81,,Si,,Si,Este,,,Entre 35 y 50 Años,,,,3,2,,,167000,,,,
2154,Si,68,,,,Gas natural,,madrid,Si,1,,,Individual,,Gres,,,,,1997,,1,Ladrillo,,,,,Si,,,55,Si,,,,,,,Entre 25 y 35 años,,,,2,1,,,167260,Si,Perfecto Estado,,
2155,Si,74,7,,,Central,,madrid,Si,1,,,Central,,Gres,,,,,1974,Si,,Ladrillo,,4,,,Si,,,,Si,Si,,,,,,Mas de 25 Años,,Si,,3,1,,,167500,,A reformar,,
2156,,90,,Si,,,,madrid,,,,,,,Gres,,,,Si,1959,,,,,,,,,,,,,,,,,,,Más de 50 años,,,,3,1,,,167500,,,,
2157,Si,91,6,,,Individual,,madrid,Si,1,,,Individual,,,,,,,1981,,,Ladrillo,,4,,,Si,,"60,00 €",,,,,Si,,,,Mas de 25 Años,,,,3,2,,,167500,,A reformar,,
2158,Si,82,7,,,Gas natural,,madrid,Si,1,,,Gas Natural,,Gres,,,,,1972,,,,,28,,,Si,,"86,00 €",80,Si,Si,,,Sureste,,,Entre 35 y 50 Años,,,,3,,,,168000,Si,Perfecto Estado,,
2159,,63,,Si,,Individual,455 KW h/m² año,madrid,Si,,,,Eléctrica,,Parquet,,,,,1955,,,,,,,,,,,52,,,,,,,,Más de 50 años,,,,3,1,,77 Kg CO2/m² año,168000,,Depende del precio,,
2160,,80,,Si,,Gas natural,,madrid,Si,,,,Gas Natural,,Otros,,,,,1980,,3,Ladrillo,,,,,Si,,,,,,,,Sur,,,Entre 35 y 50 Años,,,,3,2,,,168000,,Perfecto Estado,,
2161,,106,,,,Gas natural,,madrid,Si,1,,,Gas Natural,,Parquet,,,,,1981,,,Ladrillo,,,,,Si,,,,,,,,,,,Entre 35 y 50 Años,,,,3,1,,,169000,,Perfecto Estado,,
2162,,107,,,,Gas natural,,madrid,Si,,,,Gas Natural,,Gres,,,,,,,,,,,,,,,,,,,,,,,,Más de 50 años,,,,3,2,,,169000,,,,
2163,,55,,,,Individual,,madrid,Si,1,,,Eléctrica,,Gres,,,,,1965,,,Ladrillo,,,,,Si,,"50,00 €",51,,,,,Oeste,,,Más de 50 años,,,,2,1,,,169000,,Perfecto Estado,,
2164,Si,92,9,,,Individual,,madrid,Si,1,,,Individual,1,Parquet,,,,,1965,,2,Ladrillo,Si,36,,,Si,,"70,00 €",90,Si,Si,,,Sur,,,,,,,3,1,Si,,169000,Si,Perfecto Estado,,
2165,Si,94,10,Si,,Central,,madrid,Si,2,,,Central,,Parquet,,,,,1980,Si,,Ladrillo,,40,,,Si,,"150,00 €",,Si,Si,,,Sureste,,,Entre 35 y 50 Años,,Si,,3,1,Si,,169000,Si,,,
2166,,104,,Si,,Gas natural,,madrid,Si,1,,,Gas Natural,,Gres,,,,,1980,,2,,,,,,Si,,,89,,Si,,,,,,Entre 35 y 50 Años,,,,3,1,,,169000,,,,
2167,,92,,,,Central,,madrid,Si,1,,,Central,,,,,,,,,,Ladrillo,,,,,Si,,,,,,,,,,,Mas de 25 Años,,,,3,1,,,169000,,Perfecto Estado,,
2168,,55,4,Si,,Gas natural,346 KW h/m² año,madrid,Si,1,,,Individual,,Gres,,,,,1965,,,Ladrillo,,4,,,Si,,"42,00 €",48,Si,Si,,,Este,,,Más de 50 años,,,16,2,1,,66 Kg CO2/m² año,169000,,,,
2169,,73,4,Si,,Gas natural,,madrid,,1,,,Gas Natural,,,,,,,40,,,,,3,,,Si,,,67,,Si,,,,,,,,,,3,1,,,169500,,Perfecto Estado,,
2170,,32,,Si,,Gas natural,,madrid,,,,,Gas Natural,,Tarima Flotante,,,,,,,1,,,,,,,,"45,00 €",26,Si,,,,,,,Más de 50 años,,,,1,1,Si,,169900,Si,Perfecto Estado,,
2171,,80,4,Si,,Individual,,madrid,,,,,,,Gres,,,,,40,,,Ladrillo,Si,2,,,,,,75,Si,,,,,,,,,,,3,1,,,169900,,Perfecto Estado,,
2172,,85,,,,Gas natural,,madrid,,2,,,Gas Natural,,Gres,,,,,,,1,Ladrillo,,,,,,,,72,Si,,,,Norte,,,Entre 35 y 50 Años,,,,3,1,,,169900,,Perfecto Estado,,
2173,Si,85,4,,,Individual,,madrid,Si,,,,Eléctrica,,Porcelánico,,,,,1971,,,Ladrillo,,,,,Si,,"55,00 €",68,Si,Si,,,Sur,,,Entre 35 y 50 Años,,,,3,1,,,169900,,Perfecto Estado,,
2174,,101,4,,,Gas natural,,madrid,Si,1,,,Gas Natural,,Tarima Flotante,,,,,1977,,,Mono Capa,Si,,,,Si,,"25,00 €",82,Si,,,,Sur,,,Entre 35 y 50 Años,,,,3,2,,,169900,,Perfecto Estado,,
2175,Si,73,,Si,,Individual,,madrid,Si,1,,,Eléctrica,,Gres,,,,,1974,,,Ladrillo,,,,,Si,,"55,00 €",68,Si,Si,,,,,,Entre 35 y 50 Años,,,,3,1,,,169900,Si,Perfecto Estado,,
2176,,94,,,,,,madrid,Si,,,,,,Tarima normal,,,,,2004,,8,Ladrillo,,,,Exento,Si,,,,Si,,,,,,,Entre 15 y 20 Años,,,,3,2,,,169900,,Perfecto Estado,,
2177,,60,5,Si,,,,madrid,Si,,,,Central,,Parquet,,,,,1969,,1,,,,,,Si,,"50,00 €",58,,,,,Norte,,,Más de 50 años,,,,2,1,,,169900,,A reformar,,
2178,Si,64,5,,,,,madrid,Si,,,,Central,,Parquet,,,,,1969,Si,2,Ladrillo,,,,,Si,,,61,Si,,,,,,,Más de 50 años,,,,2,1,,,169900,,Perfecto Estado,,
2179,,74,,,,Gas natural,,madrid,Si,1,,,Gas Natural,,Tarima normal,,,,,1966,,2,Ladrillo,,,,,Si,,,70,Si,,,,Suroeste,,,Entre 35 y 50 Años,,,,3,1,,,169990,,,,
2180,Si,55,,Si,,Central,,madrid,Si,1,,,,,Terrazo,,,,,,,,Ladrillo,,,,,Si,,"50,00 €",52,Si,,,,Oeste,,,Entre 35 y 50 Años,,,,2,1,Si,,170000,Si,A reformar,,
2181,,74,,,,Individual,,madrid,Si,1,,,,,Parquet,,,,,1962,,,Ladrillo,,,,,,,,,,,,,,,,Más de 50 años,,,,3,1,,,170000,Si,A reformar,,
2182,Si,69,5,Si,,Individual,,madrid,Si,1,,,Gas Natural,,Parquet,,,,,1970,Si,2,Ladrillo,,,,,Si,,"50,00 €",66,,,,Si,Este,,,Más de 50 años,,,,2,1,,,170000,,,,
2183,Si,82,,Si,,Individual,,madrid,,1,,,Individual,,Tarima normal,,,,,1968,,,Ladrillo,,,,,Si,,,75,,Si,,,Sur,,,Más de 50 años,,,,3,1,,,170000,,Perfecto Estado,,
2184,,88,,Si,,,,madrid,,1,,,,,,,,,,1964,,,,,,,,Si,,,77,,,,Si,,,,Más de 50 años,,,,2,1,,,170000,,A reformar,,
2185,,86,10,Si,,Gas natural,,madrid,,,,,Gas Natural,,Parquet,,,,,1965,,,Ladrillo,,44,,,Si,,,68,,Si,,,,,,Más de 50 años,,,,3,1,,,170000,,A reformar,,
2186,,94,6,Si,,Gas natural,,madrid,Si,,,,Gas Natural,,Gres,,,,,1960,,,Otros materiales,,12,,,,,,74,Si,,,Si,,,,Más de 50 años,,,,4,2,,,170000,Si,Depende del precio,,
2187,,92,3,Si,,Individual,227 KW h/m² año,madrid,,1,,,Gas Natural,,Tarima Flotante,,,,,1998,,,,,,,,,,"35,00 €",,,,,,,,,Entre 20 y 25 Años,,,,3,2,,43 Kg CO2/m² año,172000,,Perfecto Estado,,
2188,,108,,Si,,,,madrid,Si,1,,,,,,,,,,1972,,,,,,,,,,,,,,,,,,,,,,,4,2,,,172500,,,,
2189,Si,78,4,,,Gas natural,,madrid,Si,,,,Gas Natural,,Tarima normal,,,,,1968,,2,Ladrillo,,10,,,Si,,"60,00 €",,Si,Si,,,Noroeste,,,Más de 50 años,,,,3,1,,,173000,,Perfecto Estado,,
2190,,86,,Si,,Central,,madrid,Si,1,,,Central,,Parquet,,,,,,,,,,,,,Si,,"150,00 €",72,,,,,Norte,,,,,,,3,1,,,174000,,Perfecto Estado,,
2191,,31,,,,Individual,,madrid,,,,,Individual,,Parquet,,,,,1945,,,Cemento,,,,,Si,,"60,00 €",27,,Si,,,,,,Más de 50 años,,,,2,1,,,175000,,A reformar,,
2192,Si,78,,Si,,Central,,madrid,Si,,,,Eléctrica,,,,,,,1969,,,Ladrillo,,,,,Si,,,61,Si,,,,Noroeste,,,Entre 35 y 50 Años,,,,3,2,,,175000,Si,Perfecto Estado,,
2193,Si,97,,Si,,,261 KW h/m² año,madrid,Si,2,,,Gas Natural,,Parquet,,,,,1978,,,Ladrillo,,,,,Si,,"60,00 €",77,,,,Si,Este,,,Entre 35 y 50 Años,,,,3,1,,55 Kg CO2/m² año,175000,,A reformar,,
2194,Si,99,2,Si,,Central,,madrid,,,,,Gas Natural,,Parquet,,,,,1986,Si,4,Ladrillo,,4,,,Si,,,84,,,,Si,Suroeste,,,Mas de 25 Años,,,,3,2,Si,,175000,Si,Perfecto Estado,,
2195,,138,,,,Gas natural,,madrid,Si,1,,,Individual,,Parquet,,,,,1977,,3,Ladrillo,,4,,,,,"61,00 €",112,Si,Si,,,,,,Entre 35 y 50 Años,,,,3,2,,,175000,Si,,,
2196,,90,7,Si,,Gas natural,136 KW h/m² año,madrid,Si,,,,Gas Natural,1,Gres,Si,,,,2006,Si,3,Ladrillo,,,,,Si,,,79,Si,,,Si,Este,,,Entre 10 y 15 Años,,Si,,3,2,,28 Kg CO2/m² año,175000,Si,Perfecto Estado,,
2197,,66,,Si,,Gas natural,,madrid,Si,2,,,Gas Natural,,Gres,,,,,1965,,,Ladrillo,,,,,Si,,,61,Si,Si,,,,,,Entre 35 y 50 Años,,,,3,1,,,175000,,,,
2198,,156,3,,,Gas natural,,madrid,Si,,,,Individual,1,Gres,,,,,2003,,3,Ladrillo,Si,,,,,,"50,00 €",,,Si,,,,,,Entre 15 y 20 Años,,,,3,2,,,175000,,,,
2199,Si,62,,Si,,Individual,,madrid,Si,1,,,Individual,,Tarima Flotante,,,,,1965,Si,,,,,,,Si,,,60,,,,,Noroeste,,,Entre 35 y 50 Años,,,,3,1,,,175000,Si,Perfecto Estado,,
2200,Si,69,5,Si,,Individual,,madrid,Si,1,,,Individual,,Tarima Flotante,,,,,1965,Si,,Ladrillo,,4,,,Si,,"60,00 €",66,Si,,,,Norte,,,Más de 50 años,,Si,,2,1,,,175000,,A reformar,,
2201,,74,5,,,Gas natural,,madrid,Si,1,,,Gas Natural,,Parquet,,,,,1966,,2,Ladrillo,,10,,,Si,,,70,Si,,,,,,,Entre 35 y 50 Años,,,,3,1,,,175000,,,,
2202,Si,90,,Si,,,,madrid,Si,1,,,Eléctrica,1,Tarima normal,,,,,1960,,1,,,,,,Si,,"56,00 €",72,,,,,,,,,,,,4,1,,,175000,,Perfecto Estado,,
2203,,95,,Si,,Individual,,madrid,Si,1,,,Eléctrica,,Gres,,,,,,,,,,,,,Si,,,85,Si,,,Si,Sur,,,Entre 35 y 50 Años,,,,3,1,,,177000,Si,Perfecto Estado,,
2204,,112,4,Si,,Gas natural,,madrid,Si,2,,,Gas Natural,,Gres,,,,,1970,,2,Ladrillo,,12,,,,,"30,00 €",96,Si,,,,Suroeste,,,Entre 35 y 50 Años,,,,3,2,,,177000,Si,Perfecto Estado,,
2205,,105,,Si,,,,madrid,,,,,,,,,,,,,,,Ladrillo,,,,,Si,,,,,,,,,,,Mas de 25 Años,,,,4,2,,,177500,,Perfecto Estado,,
2206,,64,3,,,Gas natural,,madrid,,,,,Gas Natural,,Tarima Flotante,,,,,1973,,4,Ladrillo,,4,,,,,"50,00 €",61,Si,,,,,,,Más de 50 años,,,,3,1,,,178000,Si,A reformar,,
2207,,85,,Si,,Central,,madrid,Si,1,,,Central,,Parquet,,,,,,,,,,,,,Si,,"150,00 €",70,,Si,,,,,,Mas de 25 Años,,,,3,1,,,178000,,Perfecto Estado,,
2208,,55,4,Si,,Individual,,madrid,Si,1,,,Gas Natural,,Tarima normal,,,,,1958,,1,Ladrillo,,8,,,,,"50,00 €",48,Si,Si,,,Este,,,Más de 50 años,,,,2,1,,,178000,Si,,,
2209,,100,,,,Gas natural,,madrid,Si,,,,Gas Natural,,Gres,,,,,2002,,,,,,,,Si,,"45,00 €",74,,,,Si,,,,Entre 20 y 25 Años,,,,2,1,,,178000,Si,,,
2210,,53,,Si,,Individual,,madrid,Si,,,,,1,Tarima normal,,,,,2006,Si,1,Ladrillo,,,,,Si,,"67,00 €",46,,Si,,Si,,,,Entre 15 y 20 Años,,,,1,1,,,178500,,Perfecto Estado,,
2211,Si,40,6,Si,,,168 KW h/m² año,madrid,Si,,,,Gas Natural,,Parquet,,,,,1973,,1,Ladrillo,,37,,,Si,,,,Si,,,,Suroeste,,,Entre 35 y 50 Años,,,,1,1,,35 Kg CO2/m² año,179000,Si,Perfecto Estado,,
2212,Si,92,4,Si,,Individual,,madrid,,1,,,Gas Natural,,Tarima Flotante,,,,,1974,,,Mono Capa,,4,,,Si,,"120,00 €",75,,Si,,,,,,Entre 35 y 50 Años,,,,3,2,,,179000,,Perfecto Estado,,
2213,,30,3,,,Individual,,madrid,,,,,Eléctrica,,Tarima normal,,,,,1892,,1,,,,,,,,"35,00 €",22,,,,,Sur,,,Más de 50 años,,,,1,1,,,179900,Si,A reformar,,
2214,Si,98,3,Si,,,,madrid,,,,,,,Parquet,,,,,1977,,,,,,,,Si,,,74,,,,,,,,Entre 35 y 50 Años,,,,3,2,,,179900,Si,,,
2215,,63,,,,Individual,,madrid,Si,2,,,Individual,,Gres,,,,,1972,,,Ladrillo,,,,,Si,,"53,00 €",59,Si,Si,,,Sur,,,Entre 35 y 50 Años,,,,2,1,,,179900,,A reformar,,
2216,,82,6,Si,,,,madrid,Si,,,,Central,,Tarima normal,,,,,1962,Si,,Ladrillo,,,,,Si,,"160,00 €",76,,,,,Norte,,,Más de 50 años,,,,3,1,,,179900,,Perfecto Estado,,
2217,Si,69,,Si,,Gas natural,,madrid,Si,,,,Gas Natural,1,Parquet,,,,,1998,,2,Ladrillo,,,,,Si,,"50,00 €",58,Si,Si,,,Oeste,,,Entre 20 y 25 Años,,,,2,1,,,179900,Si,Perfecto Estado,,
2218,,128,,,,,,madrid,Si,,,,Eléctrica,1,Tarima Flotante,,,,,,,,,,,,,Si,,"80,00 €",71,,Si,,Si,,,,Entre 20 y 25 Años,,,,2,1,,,179900,Si,,,
2219,,83,,Si,,Gas natural,219 KW h/m² año,madrid,Si,2,,,Gas Natural,,Gres,,,,,1965,,,,,,,,,,,,,Si,,,,,,Más de 50 años,,,,3,1,,45 Kg CO2/m² año,180000,,Perfecto Estado,,
2220,,66,7,Si,,Central,214 KW h/m² año,madrid,Si,1,,,Central,,Tarima normal,,,,,1974,Si,,Ladrillo,,4,,,Si,,,,Si,,,,,,,Mas de 25 Años,,Si,,3,1,,45 Kg CO2/m² año,180000,,Perfecto Estado,,
2221,Si,65,4,Si,,Central,,madrid,Si,1,,,Individual,,Tarima normal,,,,,1965,,2,Ladrillo,,4,,,Si,,"50,00 €",51,,Si,,,,,,Entre 35 y 50 Años,,,,2,1,Si,,180000,Si,A reformar,,
2222,,32,,Si,,Individual,,madrid,Si,,,,,,Tarima Flotante,,,,,1940,,,Cemento,,,,,,,"30,00 €",,,,,,Este,,,Más de 50 años,,,,1,1,,,180000,,A reformar,,
2223,,81,4,Si,,Gas natural,,madrid,Si,1,,,Gas Natural,,Gres,,,,,1970,,1,Ladrillo,,,,,Si,,"90,00 €",75,Si,,,,,,,Entre 35 y 50 Años,,,,2,1,,,180000,Si,Perfecto Estado,,
2224,,78,,Si,,Individual,,madrid,Si,1,,,Individual,,Tarima normal,,,,,,,,,,,,,,,"30,00 €",68,,,,Si,Este,,,Entre 35 y 50 Años,,,,2,1,,,180000,Si,Perfecto Estado,,
2225,,72,,Si,,Individual,,madrid,Si,1,,,Gas Natural,,Gres,,,,,1965,,,Ladrillo,,,,,,,,67,,,,Si,Oeste,,,Más de 50 años,,,,2,1,,,180000,,,,
2226,,81,,Si,,,,madrid,Si,,,,Gas Natural,,Parquet,,,,,1972,Si,,,,,,,Si,,,66,,,,Si,Oeste,,,Más de 50 años,,Si,,3,1,Si,,180000,Si,,,
2227,,69,5,Si,,Individual,,madrid,Si,1,,,Individual,,Gres,,,,,1965,,,Ladrillo,,5,,,Si,,,66,,Si,,,Oeste,,,Más de 50 años,,,,2,1,,,180000,,,,
2228,,69,,Si,,Gas natural,,madrid,Si,1,,,Gas Natural,,Gres,,,,,1965,,,Ladrillo,,,,,,,,66,,,,Si,Este,,,Más de 50 años,,,,2,1,,,180000,,,,
2229,,90,8,Si,,Individual,,madrid,Si,1,,,Central,,Terrazo,,,,,1972,,,Ladrillo,,,,,Si,,,71,Si,,,,,,,Entre 35 y 50 Años,,,,3,1,,,180000,,A reformar,,
2230,,100,5,,,,,madrid,,,,,,,Otros,,,,,1990,Si,,Ladrillo,,,,,Si,,,85,,,,,,,,,,,,3,2,,,180000,,,,
2231,,53,,Si,,,,madrid,Si,1,,,Eléctrica,,Sintasol,,,,,1960,,1,,,,,,Si,,,49,,Si,,,Norte,,,Más de 50 años,,,,2,1,Si,,180000,Si,Perfecto Estado,,
2232,,73,,Si,,Individual,,madrid,,,,,Central,,Tarima normal,,,,,1965,,,,,,,,,,,,,,,Si,,,,Más de 50 años,,,,3,1,,,182000,,Perfecto Estado,,
2233,Si,40,,Si,,Individual,,madrid,Si,,Si,,,1,Tarima normal,Si,,Si,,2008,,3,Ladrillo,,,,,Si,,"90,00 €",,,Si,,Si,,,,Entre 15 y 20 Años,,,,1,1,,,182300,Si,Perfecto Estado,,
2234,,97,,Si,,Gas natural,,madrid,Si,,,,Gas Natural,,Tarima Flotante,,,,,1960,,,Otros materiales,,,,,,,"55,00 €",85,,,,,,,,Más de 50 años,,,,4,2,,,183000,Si,A reformar,,
2235,,82,,Si,,Individual,257 KW h/m² año,madrid,Si,1,,,Individual,,Parquet,,,,,1977,,,Ladrillo,,,,,,,,,,,,Si,,,,Entre 35 y 50 Años,,,,3,1,,50 Kg CO2/m² año,185000,,Perfecto Estado,,
2236,,77,,,,Individual,,madrid,Si,,,,,,Parquet,,,,,1964,,,,,,,,Si,,,65,,,,,,,,Más de 50 años,,,,3,1,,,185000,,A reformar,,
2237,,55,,Si,,Central,,madrid,Si,1,,,Individual,,Parquet,,,,,1965,,2,Ladrillo,,,,,Si,,"50,00 €",51,,,,,Sur,,,Entre 35 y 50 Años,,,,2,1,Si,,185000,Si,A reformar,,
2238,,36,,Si,,Individual,,madrid,,,,,Gas Natural,,Gres,,,,,1920,,,Ladrillo,,,,,,,"30,00 €",,Si,,,,Noroeste,,,Entre 35 y 50 Años,,,,1,1,,,185000,,A reformar,,
2239,,115,3,Si,,Central,,madrid,,2,,,Central,,Gres,,,,,1978,,,Ladrillo,,4,,,,,,92,,,,,Este,,,,,,,3,2,,,185000,,,,
2240,Si,35,,,,Individual,,madrid,Si,,,,Eléctrica,,,Si,,,,1973,,,Ladrillo,,,,,Si,,,,,Si,,,Oeste,,,Entre 35 y 50 Años,,,,,1,,,185000,Si,Perfecto Estado,,
2241,,50,4,Si,,Gas Butano,346 KW h/m² año,madrid,Si,1,,,Eléctrica,,Gres,,,,,1968,,,Ladrillo,,3,,,,,"30,00 €",45,Si,,,,Sureste,,,Más de 50 años,,,12,2,1,,66 Kg CO2/m² año,185000,,Perfecto Estado,,
2242,,96,,Si,,Gas natural,,madrid,Si,,,,Gas Natural,,Tarima normal,,,,,,,,,,,,,Si,,"50,00 €",77,,,,,,,,Entre 35 y 50 Años,,,,2,1,,,185000,Si,Perfecto Estado,,
2243,Si,54,,,,Gas natural,,madrid,,1,,,Eléctrica,,Parquet,,,,,1965,,,Ladrillo,,,,,Si,,"45,00 €",50,Si,Si,,,Sur,,,Entre 35 y 50 Años,,,,2,1,,,185000,Si,Perfecto Estado,,
2244,,76,,Si,,Individual,,madrid,Si,,,,,,Sintasol,,,,,1965,,,Ladrillo,,,,,,,,61,,,,Si,Oeste,,,Entre 35 y 50 Años,,,,3,1,Si,,185000,,A reformar,,
2245,,68,5,Si,,,,madrid,Si,,,,,,Tarima normal,,,,,1979,,,,,22,,,Si,,,66,,,,,,,,Entre 35 y 50 Años,,,,2,1,Si,,185000,Si,Perfecto Estado,,
2246,,55,4,Si,,Central,,madrid,Si,1,,,Individual,,Tarima normal,,,,,1965,,2,Ladrillo,,,,,Si,,"50,00 €",51,Si,Si,,,Suroeste,,,,,,,2,1,Si,,186000,Si,Perfecto Estado,,
2247,Si,86,8,Si,,Individual,,madrid,Si,1,,,Gas Natural,,Parquet,,,,,1971,Si,,Ladrillo,,32,,,Si,,"75,00 €",69,Si,,,,Norte,,,Entre 35 y 50 Años,,,,3,1,Si,,186000,Si,Perfecto Estado,,
2248,Si,101,,Si,,Central,,madrid,Si,1,,,Central,,,,,,,1974,,4,Ladrillo,,,,,Si,,,90,Si,Si,,Si,Suroeste,,,Entre 35 y 50 Años,,,,3,1,,,186500,,Perfecto Estado,,
2249,Si,49,8,Si,,Individual,,madrid,Si,,Si,,,1,Tarima normal,Si,,,,2006,,1,Mono Capa,,,,,Si,,"87,00 €",,,Si,,,,,,Entre 15 y 20 Años,,,,1,1,,,187500,,Perfecto Estado,,
2250,,23,5,,,Individual,,madrid,Si,,,,Eléctrica,,Gres,,,,,,,1,Mono Capa,,,,,Si,,"37,00 €",22,Si,Si,,Si,Oeste,,,Más de 50 años,,,,,1,,,188000,Si,Perfecto Estado,,
2251,Si,52,,,,,,madrid,Si,,Si,,Gas Natural,,Otros,Si,,Si,,2009,,,,,,,,Si,,,39,Si,Si,Si,,,,,Entre 15 y 20 Años,,Si,,1,1,,,188000,,Perfecto Estado,,
2252,,80,,Si,,Individual,182 KW h/m² año,madrid,,1,,,Gas Natural,1,Tarima normal,,,,,1993,Si,2,Ladrillo,,,,,Si,,,63,Si,Si,,,,,,Entre 25 y 35 años,,,,2,1,,41 Kg CO2/m² año,188800,Si,Perfecto Estado,,
2253,,100,,Si,,Central,,madrid,Si,1,,,Central,,Gres,,,,,,Si,,,,,,,Si,,"180,00 €",95,,,,Si,,,,Mas de 25 Años,,,,3,2,,,189000,,Perfecto Estado,,
2254,,78,4,,,Gas natural,,madrid,,,,,Gas Natural,,Parquet,,,,,1962,,,Ladrillo,,4,,,Si,,,72,,,,,,,,Más de 50 años,,,,2,1,,,189000,,Perfecto Estado,,
